loan_amount,annual_income,interest_rate,dti_ratio,credit_score,employment_length,num_open_accounts,num_derogatory_records,revolving_utilization,total_credit_lines,months_since_last_delinquency,home_ownership,loan_purpose,term_months,default
7251,56061,10.81,25.41,686,1,7,0,53.1,19,36,MORTGAGE,debt_consolidation,36,0
11557,150267,27.97,3.79,777,5,10,0,11.5,23,60,RENT,major_purchase,36,0
6491,149945,11.14,16.43,717,5,5,1,13.8,29,999,OWN,debt_consolidation,60,0
23757,99519,10.31,7.03,811,8,10,0,24.1,17,0,OWN,debt_consolidation,36,0
7436,43931,19.35,23.67,593,2,7,0,37.9,19,0,RENT,debt_consolidation,36,1
19660,41477,16.75,24.78,728,7,10,0,28.3,24,999,MORTGAGE,debt_consolidation,36,0
10500,36774,5.49,31.94,539,8,11,0,1.8,16,6,RENT,debt_consolidation,36,0
12330,105820,7.98,39.52,696,3,14,1,59.7,17,12,OWN,small_business,60,0
14815,28938,23.65,21.07,761,9,10,0,14.6,17,999,MORTGAGE,other,36,0
7837,89868,16.12,10.5,786,5,10,2,7.0,19,60,RENT,education,36,0
15479,31298,8.36,15.01,744,2,10,1,45.5,17,12,RENT,education,60,1
38996,98137,15.7,38.12,682,2,17,0,38.4,22,0,MORTGAGE,debt_consolidation,36,0
7749,60495,10.82,6.56,732,3,13,0,31.5,24,0,MORTGAGE,small_business,60,0
30341,133276,10.14,28.23,850,2,16,3,64.6,21,12,RENT,debt_consolidation,36,0
38126,118761,27.03,0.59,704,7,12,2,18.3,12,999,OWN,debt_consolidation,36,0
7545,141639,13.33,11.06,757,10,7,1,28.5,24,999,RENT,small_business,36,0
4824,143844,6.07,26.61,674,10,11,0,64.2,25,36,RENT,small_business,60,0
16504,65262,27.32,20.54,764,4,7,0,29.8,25,0,MORTGAGE,car,60,0
9107,29873,23.28,22.21,754,10,11,1,19.8,24,48,RENT,major_purchase,36,0
40000,31840,10.85,29.73,663,10,14,0,27.1,28,999,OWN,home_improvement,36,0
13689,17118,14.4,10.56,746,3,13,0,11.2,20,999,OTHER,debt_consolidation,36,0
7619,31250,24.83,12.64,749,10,10,0,6.5,27,48,RENT,debt_consolidation,36,0
5984,62398,13.22,30.8,744,10,14,1,48.5,32,0,OWN,home_improvement,36,0
28650,42796,18.05,24.22,697,9,8,2,27.7,32,60,MORTGAGE,major_purchase,36,0
8956,53740,17.3,0.66,773,5,8,0,26.0,26,18,MORTGAGE,medical,36,0
13775,80469,14.23,30.16,643,7,7,3,19.5,26,999,RENT,home_improvement,60,0
26083,49889,19.71,27.9,700,4,8,2,29.6,17,48,MORTGAGE,car,60,0
9518,30543,15.89,3.54,706,10,14,0,21.3,24,0,MORTGAGE,debt_consolidation,60,0
12937,57991,5.49,33.64,770,0,12,1,31.8,17,48,MORTGAGE,major_purchase,36,0
13205,34923,23.73,23.49,642,10,7,0,26.2,23,18,OWN,debt_consolidation,36,0
21554,50895,7.6,9.21,714,0,4,0,6.1,20,48,RENT,credit_card,60,0
20201,134009,15.67,25.17,670,0,11,0,38.1,26,0,MORTGAGE,home_improvement,60,0
11452,50904,18.34,26.8,706,10,8,0,27.1,13,999,MORTGAGE,debt_consolidation,36,0
13968,173264,21.23,41.41,723,10,15,0,26.3,16,48,OWN,debt_consolidation,60,0
10298,141348,14.45,33.4,623,4,13,0,44.0,27,6,MORTGAGE,education,60,0
4748,42294,21.92,13.59,775,10,14,0,31.1,16,48,MORTGAGE,other,36,0
15999,30740,8.02,5.32,725,10,10,0,14.1,19,24,RENT,credit_card,60,0
40000,58015,20.03,38.39,648,10,3,0,4.8,19,999,MORTGAGE,debt_consolidation,36,0
7196,119610,24.01,38.07,679,7,6,0,7.2,25,0,OWN,small_business,36,0
7776,44617,25.46,7.89,789,10,8,0,50.5,23,0,MORTGAGE,credit_card,36,0
7262,103244,18.33,2.8,724,9,11,0,12.1,21,0,MORTGAGE,car,36,0
22185,123631,12.2,32.03,642,10,6,1,25.8,21,0,MORTGAGE,debt_consolidation,36,0
18286,37631,8.76,32.52,652,3,6,2,24.8,25,36,RENT,debt_consolidation,60,1
11956,39909,12.95,7.97,737,6,10,3,49.5,21,24,MORTGAGE,credit_card,60,0
7026,91821,17.42,30.07,744,10,15,0,23.6,20,36,OWN,home_improvement,60,0
14252,65585,9.52,12.55,721,7,11,0,18.0,18,24,MORTGAGE,home_improvement,36,0
4468,39670,26.91,11.73,682,9,12,0,20.2,25,60,OWN,major_purchase,60,0
14770,48469,25.63,14.6,748,10,14,0,55.1,25,72,MORTGAGE,credit_card,60,0
24589,57393,5.76,23.42,681,9,11,1,30.8,20,0,RENT,home_improvement,36,0
5564,23413,17.93,36.2,648,3,11,0,8.9,21,999,RENT,credit_card,36,0
4569,94786,23.15,22.44,795,1,8,0,10.5,30,999,MORTGAGE,car,36,0
40000,44926,10.64,13.41,729,3,7,2,13.6,23,0,RENT,debt_consolidation,36,0
8706,15000,17.05,39.78,652,8,9,0,34.1,27,48,MORTGAGE,credit_card,36,0
29589,59022,14.34,2.48,708,0,5,0,6.8,23,24,RENT,medical,60,0
11994,38370,9.52,35.87,701,2,13,3,17.4,18,999,MORTGAGE,credit_card,60,1
11927,164932,19.14,35.3,679,4,11,0,11.6,26,72,RENT,debt_consolidation,60,0
18158,42139,27.85,11.41,714,10,6,0,11.9,29,24,MORTGAGE,debt_consolidation,36,0
7195,30989,13.4,8.92,644,0,13,0,2.8,21,60,RENT,education,36,0
14658,81207,17.7,39.36,752,0,8,0,3.6,24,60,RENT,major_purchase,60,0
10228,40284,12.54,25.15,699,7,5,0,19.0,22,0,MORTGAGE,home_improvement,60,1
5301,37508,25.17,2.07,603,2,12,0,34.5,21,24,RENT,medical,36,0
16919,81283,24.89,40.09,686,3,14,0,20.3,15,36,OTHER,debt_consolidation,60,0
11110,32071,9.11,15.71,663,2,10,0,21.5,23,0,RENT,home_improvement,36,0
11969,24975,25.7,15.4,520,7,12,0,14.8,17,12,MORTGAGE,debt_consolidation,36,1
5726,168653,8.48,28.95,690,0,8,0,37.3,22,24,MORTGAGE,small_business,36,0
40000,84770,7.2,29.76,762,10,12,0,31.0,18,48,MORTGAGE,major_purchase,36,0
24678,51096,20.02,15.9,693,1,11,3,51.0,29,0,OWN,education,36,1
26236,59749,13.88,6.45,742,10,12,0,19.5,26,60,RENT,major_purchase,60,0
10787,81106,17.21,24.85,700,9,9,0,27.8,24,0,RENT,car,60,0
3982,107366,20.01,28.13,672,9,13,0,18.8,16,0,RENT,debt_consolidation,36,0
40000,38040,6.22,38.71,656,2,9,1,46.9,15,12,MORTGAGE,debt_consolidation,60,0
12800,74584,11.74,21.8,623,8,11,2,33.3,18,24,OWN,home_improvement,36,0
7909,44177,15.6,29.06,755,9,6,2,5.0,21,0,MORTGAGE,debt_consolidation,36,0
17885,53455,11.13,2.45,743,7,6,2,12.3,24,0,RENT,major_purchase,36,0
30241,65934,6.13,40.25,683,7,18,0,8.2,24,999,MORTGAGE,other,60,0
13145,59634,6.99,14.72,578,2,6,1,59.5,18,48,RENT,debt_consolidation,60,0
32695,93091,23.44,28.45,728,5,8,3,66.7,16,48,MORTGAGE,small_business,36,0
28512,80197,25.96,41.22,645,2,5,1,32.5,24,6,MORTGAGE,debt_consolidation,36,0
6288,24223,8.5,36.47,708,10,9,0,55.4,14,24,RENT,home_improvement,36,0
8336,26510,10.73,28.7,607,8,12,1,13.6,17,48,MORTGAGE,debt_consolidation,60,0
26115,47962,20.0,31.66,705,0,8,0,39.1,25,0,RENT,debt_consolidation,36,0
2000,179364,26.95,41.44,692,6,13,0,39.5,18,12,RENT,education,36,0
12032,35919,11.89,36.54,555,8,9,0,44.9,20,60,RENT,debt_consolidation,60,1
4907,52842,24.67,27.44,797,1,14,0,32.5,24,12,RENT,credit_card,36,0
9570,43399,16.64,29.64,680,8,10,1,39.3,23,72,RENT,credit_card,36,0
10838,42940,27.0,6.63,684,2,12,0,5.2,25,24,MORTGAGE,credit_card,60,0
10396,66632,8.13,21.16,732,5,7,1,9.5,28,0,OWN,home_improvement,60,0
9076,138755,27.39,13.54,696,7,7,0,26.6,17,0,MORTGAGE,medical,60,0
6198,78714,15.14,19.44,721,4,9,0,6.7,25,0,MORTGAGE,credit_card,60,0
40000,36970,26.92,29.8,631,4,7,0,20.6,17,0,RENT,credit_card,36,1
40000,300000,15.55,6.71,691,9,5,0,22.8,24,48,MORTGAGE,debt_consolidation,36,0
5922,62764,17.19,0.78,585,3,14,0,11.8,15,0,MORTGAGE,debt_consolidation,36,0
40000,42347,23.51,17.86,685,8,18,2,23.4,24,0,MORTGAGE,credit_card,60,0
10100,139700,21.62,14.5,786,9,13,0,34.6,14,0,MORTGAGE,debt_consolidation,36,0
14624,45186,19.25,18.92,609,2,9,0,17.6,15,0,MORTGAGE,other,36,0
12780,162388,14.59,41.9,678,0,6,0,22.3,15,6,MORTGAGE,debt_consolidation,60,0
8418,35511,23.23,31.82,572,9,8,0,26.4,19,0,RENT,credit_card,36,0
26600,141212,26.81,14.74,700,7,5,2,28.9,15,48,MORTGAGE,debt_consolidation,36,0
14590,67550,5.23,8.07,727,9,4,2,31.9,15,36,RENT,debt_consolidation,36,0
9570,129914,18.52,27.83,723,2,11,1,50.4,22,36,RENT,home_improvement,36,0
5360,187411,24.92,29.59,663,9,10,3,32.9,25,60,RENT,debt_consolidation,36,0
7147,30346,20.02,21.76,571,1,15,0,23.7,20,60,OWN,small_business,60,0
4234,128728,23.42,9.57,625,10,14,0,41.1,10,0,RENT,home_improvement,60,0
13474,25710,25.59,1.28,775,9,9,0,26.8,19,72,MORTGAGE,other,36,0
5781,31942,22.27,11.95,752,7,9,0,44.0,27,0,OWN,small_business,36,0
11093,36973,21.49,20.57,694,7,12,0,41.4,22,999,MORTGAGE,credit_card,60,0
34859,80998,27.19,35.46,709,4,7,1,41.9,24,0,RENT,education,36,0
30930,61072,24.86,38.42,638,2,10,0,40.4,26,48,RENT,other,36,0
13061,54161,23.75,18.58,777,5,11,0,27.7,30,0,OWN,home_improvement,36,0
12569,65364,6.99,35.83,656,8,2,3,12.2,20,0,OWN,home_improvement,36,0
40000,85372,10.5,44.7,726,10,7,1,39.7,21,48,OWN,debt_consolidation,60,0
19235,89406,17.81,32.25,620,9,7,0,34.0,22,999,MORTGAGE,small_business,36,0
10620,115439,21.32,32.79,689,5,7,0,22.0,16,48,MORTGAGE,education,36,0
4923,178442,11.97,40.93,774,9,10,1,38.0,24,999,MORTGAGE,credit_card,36,0
17601,59111,7.15,15.22,643,1,9,2,21.0,25,48,RENT,debt_consolidation,36,0
23873,43798,12.16,0.5,744,5,14,0,8.7,19,0,RENT,car,60,0
8585,86519,22.73,44.41,635,5,10,1,16.5,17,60,RENT,debt_consolidation,36,0
16380,30135,25.18,22.07,645,10,12,0,56.1,15,0,RENT,debt_consolidation,60,0
10357,39846,26.0,35.36,699,5,9,0,49.6,22,0,OWN,other,36,0
11744,109057,13.71,36.56,758,1,8,3,4.2,18,36,MORTGAGE,major_purchase,60,0
2341,55576,13.57,17.89,682,0,9,1,8.5,24,0,RENT,credit_card,36,0
11438,29000,14.35,24.36,737,8,14,1,27.1,22,36,MORTGAGE,other,36,0
26332,24492,13.64,24.3,768,3,8,1,28.9,23,60,MORTGAGE,debt_consolidation,60,0
8587,61650,20.32,9.91,653,10,9,1,61.9,24,0,OWN,major_purchase,36,0
13860,118793,13.24,5.29,608,6,9,0,58.2,25,999,RENT,credit_card,36,0
7870,117845,5.47,24.46,678,4,9,2,32.0,31,999,MORTGAGE,major_purchase,36,0
17193,63992,15.1,5.41,776,9,8,0,30.8,17,0,RENT,debt_consolidation,36,0
11480,199854,10.16,15.57,651,5,8,1,33.4,26,999,RENT,home_improvement,36,0
6922,56224,5.66,8.37,760,9,4,0,46.4,22,18,RENT,small_business,60,0
33954,55097,15.83,31.81,684,8,10,0,22.6,27,0,MORTGAGE,other,36,0
25597,15000,9.74,39.24,805,8,8,0,38.8,17,36,RENT,debt_consolidation,36,0
8747,45779,15.41,26.01,834,10,13,0,7.8,16,0,RENT,other,60,0
18929,99828,11.39,18.46,761,9,14,0,38.4,22,0,MORTGAGE,credit_card,36,0
19461,153028,18.89,44.85,601,8,9,0,25.3,24,0,MORTGAGE,medical,36,1
20944,36383,27.79,0.95,555,10,8,0,23.3,22,72,RENT,home_improvement,60,1
4080,79011,17.59,13.7,703,0,15,1,11.6,24,60,RENT,debt_consolidation,36,0
27027,112210,19.88,12.54,754,10,11,0,16.3,23,0,RENT,credit_card,60,0
8966,60278,26.14,16.03,730,1,8,3,18.4,22,6,MORTGAGE,credit_card,36,0
10399,15214,13.6,10.38,656,2,10,0,37.6,23,999,MORTGAGE,home_improvement,36,0
40000,69450,8.83,11.89,610,9,10,0,15.6,14,24,OWN,debt_consolidation,36,0
16503,94547,11.5,11.6,755,5,5,1,46.8,25,999,RENT,car,36,0
10194,33912,14.26,22.76,811,5,9,0,29.5,31,36,OWN,debt_consolidation,60,0
2853,51405,19.84,17.6,659,3,11,0,19.9,22,0,MORTGAGE,medical,60,1
35342,29932,5.11,28.77,749,2,12,2,30.7,21,6,OWN,debt_consolidation,36,0
5210,15000,24.63,23.15,850,1,10,2,15.4,23,999,MORTGAGE,debt_consolidation,36,0
6618,110879,6.75,8.25,688,2,14,3,17.5,25,999,RENT,small_business,36,0
10594,59739,25.72,36.45,689,7,11,0,23.5,23,48,RENT,other,36,0
36007,156155,26.84,21.25,733,8,9,2,27.2,23,0,MORTGAGE,home_improvement,60,0
22954,100146,27.77,6.9,682,9,10,0,41.5,16,24,RENT,small_business,36,0
11962,48410,23.62,7.51,780,4,11,1,18.3,21,999,RENT,small_business,36,0
16577,56959,8.26,35.86,675,10,7,2,35.5,17,999,MORTGAGE,major_purchase,60,0
8775,84095,21.24,31.63,698,4,10,2,8.5,23,0,RENT,debt_consolidation,60,0
14731,106951,9.68,22.79,613,1,14,0,29.0,33,0,RENT,medical,36,0
14063,72664,25.63,13.77,685,10,15,0,64.5,22,999,RENT,other,36,0
26321,116233,12.28,20.72,639,7,9,2,30.0,22,48,RENT,debt_consolidation,36,0
26292,50111,12.52,28.64,720,10,11,0,42.0,22,72,RENT,credit_card,36,0
18878,32915,26.11,39.57,600,5,15,0,34.1,27,999,MORTGAGE,major_purchase,36,0
10366,57590,5.3,25.01,758,9,11,0,40.7,14,6,RENT,debt_consolidation,36,0
22455,67718,9.46,12.45,647,1,8,0,21.9,22,0,RENT,credit_card,60,1
12526,29117,14.7,1.92,807,10,9,0,12.0,26,999,RENT,credit_card,36,0
6264,26848,21.12,7.9,782,2,11,2,13.7,21,6,RENT,credit_card,60,0
10073,78310,19.89,29.26,732,0,7,3,14.5,25,36,RENT,small_business,36,0
14174,46919,20.4,7.22,607,1,9,3,24.7,19,48,RENT,credit_card,60,0
25264,54203,25.24,21.67,662,7,10,0,25.8,27,72,RENT,debt_consolidation,60,0
11749,48251,7.78,31.45,646,3,12,0,33.7,27,0,RENT,other,36,0
5730,149098,17.01,13.87,653,10,6,0,11.8,30,18,MORTGAGE,medical,60,0
13901,127651,21.69,30.11,794,10,8,0,32.9,24,999,RENT,medical,60,0
14464,28497,19.63,26.15,690,9,7,0,14.0,21,0,MORTGAGE,debt_consolidation,60,1
15215,43491,15.31,19.75,660,9,8,0,37.7,19,72,MORTGAGE,credit_card,36,0
25435,99708,5.39,40.38,655,10,5,0,7.7,19,0,RENT,credit_card,36,0
27261,85919,6.39,31.14,668,10,6,1,44.1,24,999,MORTGAGE,education,36,0
8813,58403,7.74,16.23,731,10,5,0,45.2,16,18,RENT,debt_consolidation,36,0
8679,30255,12.89,36.19,602,10,6,0,47.9,18,0,OWN,credit_card,36,0
6450,39754,7.71,33.21,705,3,12,0,25.6,19,0,RENT,small_business,60,0
21789,43911,14.8,35.63,725,2,11,1,30.4,26,36,RENT,major_purchase,60,0
36833,70699,9.11,28.84,595,8,12,2,39.3,25,0,RENT,credit_card,60,0
10715,166414,22.92,17.07,614,1,8,0,53.2,25,60,RENT,credit_card,60,0
11282,39651,25.04,15.69,697,2,6,0,53.9,17,0,MORTGAGE,debt_consolidation,60,0
37299,32350,13.96,29.44,786,9,9,2,27.6,21,0,MORTGAGE,credit_card,60,0
19032,56097,16.76,5.89,772,8,11,0,17.3,24,999,RENT,medical,36,0
18130,111195,26.93,36.9,663,8,10,0,9.6,20,60,MORTGAGE,other,36,0
5804,25131,17.32,16.67,784,10,22,0,30.4,26,0,MORTGAGE,car,36,0
21484,143226,27.89,28.37,680,8,13,0,20.5,26,999,OTHER,home_improvement,36,0
6971,54002,8.27,22.46,680,5,14,0,36.3,21,0,OTHER,credit_card,36,0
6040,38538,24.83,23.37,705,3,12,0,60.1,22,48,OWN,debt_consolidation,36,0
10480,22922,16.44,33.21,750,4,10,0,10.9,17,48,OWN,small_business,36,0
8865,91483,5.52,28.2,663,3,15,2,22.8,30,999,MORTGAGE,small_business,60,0
11440,54030,27.36,11.26,676,0,9,0,14.8,23,999,MORTGAGE,home_improvement,36,0
4872,66331,27.2,3.34,625,3,14,0,7.3,17,0,RENT,small_business,60,1
26138,34874,13.82,37.81,721,9,15,0,37.3,19,60,MORTGAGE,car,60,0
29418,49441,26.95,39.82,756,8,13,0,5.1,22,0,RENT,home_improvement,60,0
3418,44714,8.24,7.4,759,7,10,1,3.1,21,0,MORTGAGE,credit_card,36,0
26500,56367,20.64,13.93,618,10,8,0,12.6,34,60,MORTGAGE,debt_consolidation,60,0
7575,40065,9.41,12.71,677,3,18,0,18.3,29,18,OWN,home_improvement,36,0
24340,23848,10.67,42.19,774,7,14,0,16.3,19,12,RENT,debt_consolidation,60,0
12734,300000,22.92,9.21,713,0,11,0,20.1,21,999,OWN,debt_consolidation,36,0
13631,26422,13.68,7.49,702,10,12,0,8.9,27,0,OWN,debt_consolidation,60,0
11736,66761,5.16,8.18,700,5,18,1,37.3,14,999,MORTGAGE,credit_card,60,0
31209,20677,14.53,32.84,732,2,9,0,40.5,18,0,OWN,debt_consolidation,60,1
5609,18065,10.25,39.96,717,2,9,0,10.6,26,0,RENT,debt_consolidation,60,0
20444,63493,20.72,17.7,665,9,11,3,30.0,17,0,MORTGAGE,debt_consolidation,36,0
28880,66477,9.47,6.12,752,1,5,0,5.1,20,24,OWN,major_purchase,36,0
22058,127631,24.37,26.36,627,10,9,0,42.6,27,0,OWN,debt_consolidation,36,0
40000,76094,11.14,9.45,779,4,10,0,20.4,23,24,RENT,medical,36,0
9225,54727,14.04,2.89,646,3,9,0,6.7,25,36,OWN,credit_card,60,0
26111,33868,11.85,39.88,732,4,9,1,31.3,20,0,OWN,other,36,0
12403,147179,19.81,39.19,690,5,14,0,35.4,27,999,OWN,other,60,0
31678,104538,7.33,43.92,671,7,10,2,10.3,23,0,OWN,debt_consolidation,60,0
13288,28344,16.0,21.33,781,7,10,1,12.6,23,12,MORTGAGE,other,60,0
10183,61253,12.69,13.23,744,5,14,3,38.7,21,999,RENT,major_purchase,36,0
33331,65279,25.34,34.64,696,5,10,1,36.8,18,12,RENT,credit_card,36,0
9470,48659,6.69,8.12,804,3,8,0,68.2,19,6,MORTGAGE,debt_consolidation,36,0
4969,95140,24.08,10.95,758,4,9,1,26.7,32,0,RENT,other,36,0
9304,98621,8.86,11.51,651,5,10,0,41.4,25,12,RENT,credit_card,60,0
20605,53407,7.04,42.82,564,7,9,0,23.1,25,0,MORTGAGE,debt_consolidation,36,0
35398,50588,9.65,32.84,706,1,8,1,39.0,20,999,RENT,debt_consolidation,36,0
14440,147174,7.36,6.02,783,9,12,0,67.5,19,999,MORTGAGE,debt_consolidation,36,0
33615,104788,16.98,4.18,736,8,11,1,37.7,17,999,MORTGAGE,small_business,60,0
5163,62530,27.73,37.93,794,3,10,0,13.8,32,6,MORTGAGE,education,36,0
9795,22527,5.79,36.1,664,5,9,3,30.7,25,24,MORTGAGE,medical,60,0
10916,73599,15.61,30.19,692,10,9,0,55.2,27,0,RENT,home_improvement,36,0
12330,91021,13.88,8.82,694,0,18,0,38.9,17,12,RENT,debt_consolidation,36,0
14169,15000,12.81,21.61,714,9,10,1,44.7,18,6,RENT,home_improvement,60,0
21668,69641,12.63,27.12,746,6,9,0,14.8,15,0,MORTGAGE,credit_card,36,0
9785,46629,25.59,41.95,797,7,10,2,11.2,29,72,OTHER,small_business,36,0
14725,52443,5.44,7.62,810,8,12,0,43.9,25,36,MORTGAGE,debt_consolidation,36,0
12944,34737,22.82,23.2,799,5,16,0,41.2,32,999,RENT,home_improvement,60,0
6987,54780,10.82,7.1,740,2,13,1,5.2,27,999,RENT,credit_card,36,0
12337,138025,13.82,19.97,679,10,9,0,33.9,20,0,RENT,debt_consolidation,60,0
12081,45805,14.66,9.01,713,9,6,3,19.1,12,0,RENT,debt_consolidation,60,1
11901,106867,12.01,37.63,739,7,8,2,53.8,35,999,MORTGAGE,major_purchase,60,0
13660,36908,7.15,11.46,708,5,9,1,15.6,19,999,RENT,credit_card,36,0
14086,94395,7.63,18.77,645,6,8,1,24.3,16,60,RENT,debt_consolidation,60,0
9871,59933,11.86,18.35,672,9,15,0,11.1,15,36,MORTGAGE,education,60,0
32561,73955,23.9,38.98,752,0,7,0,24.5,20,72,MORTGAGE,credit_card,36,0
5892,60131,8.1,34.1,685,10,13,0,26.0,25,48,MORTGAGE,home_improvement,60,0
8065,87989,22.08,2.59,701,0,12,1,17.9,18,999,MORTGAGE,credit_card,36,0
40000,15000,11.64,3.02,695,7,9,0,22.7,29,0,RENT,debt_consolidation,60,0
6460,25542,25.32,24.8,646,4,10,1,30.2,28,48,OTHER,credit_card,36,0
5179,76899,14.85,19.25,689,8,7,0,46.6,27,24,MORTGAGE,home_improvement,36,0
22339,17568,8.95,12.4,672,1,9,1,41.6,19,0,RENT,credit_card,36,0
3121,43549,27.67,35.67,658,7,11,3,19.3,13,0,MORTGAGE,credit_card,60,1
11331,57953,9.06,5.79,636,10,5,0,14.3,21,24,OWN,debt_consolidation,36,0
40000,36428,18.06,43.83,693,6,11,2,26.8,28,0,MORTGAGE,car,60,0
4530,39539,18.09,1.08,737,1,9,0,11.6,18,6,MORTGAGE,credit_card,60,0
3336,70470,13.57,5.32,767,0,14,0,12.8,26,18,RENT,debt_consolidation,36,0
4677,109707,26.88,14.01,616,7,7,0,38.6,25,0,MORTGAGE,major_purchase,60,1
25055,33689,24.41,22.91,796,0,7,0,43.8,20,999,OWN,debt_consolidation,60,0
29358,42402,24.09,9.73,717,0,7,1,61.6,21,0,MORTGAGE,other,36,0
9331,38609,27.41,33.13,632,5,6,1,39.3,13,0,MORTGAGE,debt_consolidation,36,1
21552,15000,15.51,16.09,675,2,15,1,3.4,21,24,RENT,credit_card,36,1
35354,65187,7.24,1.73,587,2,8,1,62.4,19,999,MORTGAGE,car,60,0
40000,104907,22.61,39.5,602,6,7,1,12.7,27,48,MORTGAGE,other,60,0
11243,110192,13.76,42.47,803,3,12,0,62.7,11,48,RENT,home_improvement,36,0
2667,35508,9.38,27.84,658,2,12,0,22.1,21,999,RENT,major_purchase,36,0
7520,28253,16.11,36.29,732,6,11,0,29.6,23,6,MORTGAGE,debt_consolidation,60,0
9909,60655,26.29,5.45,693,3,10,0,43.1,19,0,RENT,credit_card,36,0
11144,98475,8.94,12.1,701,1,16,1,46.6,18,36,RENT,credit_card,36,0
11713,65703,24.52,14.64,722,8,10,0,10.1,25,18,MORTGAGE,credit_card,36,0
29238,71223,14.62,43.23,574,7,8,1,36.3,25,0,RENT,major_purchase,36,0
32601,118788,8.15,23.05,779,2,8,0,6.9,19,18,MORTGAGE,credit_card,36,0
11846,38427,24.51,0.33,694,7,7,1,32.0,17,999,RENT,major_purchase,36,0
28823,52471,27.3,17.11,669,10,10,1,10.6,17,0,OWN,credit_card,60,0
17160,159653,11.7,0.35,728,10,9,0,17.2,21,18,OWN,debt_consolidation,36,0
13976,53205,11.98,10.7,656,6,8,1,6.3,22,0,MORTGAGE,debt_consolidation,60,0
25199,27989,13.98,20.46,712,1,6,3,19.0,27,24,MORTGAGE,credit_card,60,1
14052,40070,23.72,14.55,690,5,9,2,18.9,20,60,RENT,credit_card,60,0
40000,34101,5.24,1.47,742,0,12,3,17.4,21,0,OTHER,major_purchase,60,0
4881,74183,10.15,5.24,687,5,8,0,26.4,19,0,MORTGAGE,credit_card,36,0
9314,34976,21.24,24.79,638,10,9,1,32.9,15,0,OWN,credit_card,36,0
12227,70447,14.33,31.3,721,5,9,1,39.8,19,48,MORTGAGE,debt_consolidation,36,0
18171,38497,12.6,18.2,683,7,8,0,20.5,31,0,MORTGAGE,debt_consolidation,36,0
32453,16746,25.06,32.92,590,2,14,3,5.6,25,12,RENT,debt_consolidation,36,1
13133,71967,26.1,7.35,711,0,17,0,54.1,25,36,OWN,education,36,0
4936,65452,26.8,5.49,667,10,8,0,37.2,25,0,RENT,education,60,0
24095,81687,11.27,37.78,720,4,11,0,13.3,19,6,MORTGAGE,credit_card,60,0
22662,39982,25.99,15.26,648,3,8,2,16.0,24,999,RENT,debt_consolidation,60,0
3431,37506,21.95,19.45,627,7,11,0,4.4,19,999,MORTGAGE,small_business,60,0
13324,76181,8.55,42.64,770,9,10,1,23.6,25,18,RENT,credit_card,36,0
4389,148956,19.04,19.09,750,3,12,0,21.2,24,60,MORTGAGE,credit_card,36,0
8389,60276,5.61,0.16,699,6,9,0,31.1,18,0,MORTGAGE,debt_consolidation,60,0
7101,77246,21.29,42.21,726,4,7,0,58.4,18,0,RENT,credit_card,60,0
23540,49367,21.87,0.64,748,6,14,0,31.5,15,72,RENT,debt_consolidation,60,0
14498,23714,23.15,29.8,699,2,10,0,35.7,17,36,MORTGAGE,credit_card,36,0
5432,106986,8.97,14.53,627,6,8,1,25.1,26,48,MORTGAGE,debt_consolidation,36,0
24736,103264,19.45,21.17,717,0,11,0,18.3,27,0,MORTGAGE,credit_card,60,1
4896,91717,9.11,24.63,760,9,10,0,32.2,17,18,MORTGAGE,debt_consolidation,60,0
16832,53681,26.77,18.38,735,7,12,0,29.4,16,12,RENT,major_purchase,60,0
7556,85667,20.53,34.85,703,10,9,1,57.6,25,0,RENT,car,36,0
10342,102360,7.19,41.88,733,7,14,1,48.0,14,0,RENT,credit_card,60,0
19015,158275,9.3,3.89,686,2,9,0,17.6,20,0,RENT,debt_consolidation,36,0
19245,108349,20.26,36.01,762,6,15,0,12.5,19,999,MORTGAGE,other,36,0
34059,62211,15.96,5.79,780,8,6,0,51.7,19,0,OTHER,credit_card,36,0
12612,27311,21.93,3.61,622,4,12,0,22.9,30,999,RENT,home_improvement,36,0
16556,65735,11.46,43.01,766,7,6,3,14.7,17,18,OWN,debt_consolidation,60,0
9833,69838,20.13,22.02,834,2,6,0,13.8,23,60,RENT,small_business,60,0
15174,91621,9.07,6.87,731,9,13,0,29.9,21,60,OWN,debt_consolidation,60,0
18172,134906,17.51,25.65,759,10,9,0,79.1,25,48,MORTGAGE,home_improvement,36,0
12471,56551,27.03,11.85,661,3,7,0,0.9,21,0,MORTGAGE,debt_consolidation,36,0
3779,211206,19.45,20.89,669,9,11,1,19.5,16,18,MORTGAGE,debt_consolidation,36,0
16848,20835,6.15,28.11,687,1,18,1,25.1,18,72,MORTGAGE,other,36,0
17243,77003,27.74,39.12,675,3,15,1,4.3,24,36,OWN,debt_consolidation,60,1
8298,37082,8.61,0.14,621,5,10,0,56.0,17,36,RENT,small_business,60,0
5436,19066,21.52,9.64,689,4,4,3,19.7,16,0,RENT,debt_consolidation,60,0
37538,53047,17.25,4.33,750,7,8,0,22.7,21,60,MORTGAGE,small_business,36,0
18845,24976,11.77,4.37,622,7,11,0,13.1,22,0,RENT,debt_consolidation,36,0
11380,54346,9.08,42.56,710,1,9,0,23.8,16,0,OWN,credit_card,36,0
